"","COPEPODS_01","COPEPODS_05","COPEPODS_06","COPEPODS_07","COPEPODS_08","COPEPODS_09","COPEPODS_10","COPEPODS_11","COPEPODS_12","COPEPODS_14","COPEPODS_15","COPEPODS_16","COPEPODS_17","COPEPODS_18","COPEPODS_19","COPEPODS_20","COPEPODS_21","COPEPODS_22","COPEPODS_23","COPEPODS_24","COPEPODS_25","COPEPODS_26","COPEPODS_27","COPEPODS_28","COPEPODS_29","COPEPODS_30","COPEPODS_31","COPEPODS_32","COPEPODS_33","COPEPODS_34","COPEPODS_35","COPEPODS_36","COPEPODS_37","COPEPODS_38","COPEPODS_39","COPEPODS_40","COPEPODS_41","COPEPODS_42","COPEPODS_43","COPEPODS_44","COPEPODS_45","COPEPODS_46","COPEPODS_47","COPEPODS_48","COPEPODS_49","COPEPODS_50","COPEPODS_51","COPEPODS_52","COPEPODS_53","COPEPODS_54","COPEPODS_55","COPEPODS_56","COPEPODS_57","COPEPODS_58","COPEPODS_59","COPEPODS_60","COPEPODS_61"
"TRINITY_DN31480_c2_g1_i4.m.29026",6.2873535315,6.5184063525,6.823408018,6.369950013,6.660757386,6.370831458,6.499435303,6.7377216425,6.056791596,6.501723692,6.8274436845,7.210941035,6.628190593,6.846239061,6.567180186,6.654329236,5.551556309,7.034074406,7.042770128,6.667034168,6.653945696,6.922293502,6.37609349,6.789653169,6.7399787115,6.546898147,6.2062925375,6.64466651,6.120926541,6.755215644,6.125390983,6.8031558355,6.870254231,6.665247499,6.433287467,6.933645465,5.984122043,6.638839781,6.779306264,6.409861913,6.1721246115,6.449110038,6.278246754,6.642631211,7.188323023,6.3156712795,6.882765527,7.170248627,6.347016505,6.418178528,6.638110874,6.6861488875,6.7362703255,7.171006491,6.304718665,6.893870446,6.567178905
"TRINITY_DN31480_c2_g1_i6.m.29031",4.0748356495,4.1683855805,3.074841188,4.157430063,4.71127516,4.020813104,3.085283923,NA,4.259315111,4.151701773,5.4514275555,3.150423737,NA,4.255208663,NA,NA,NA,4.099091085,NA,3.076008277,NA,4.331268712,4.748541043,3.255211404,4.8493902735,NA,3.2282475685,4.169111641,NA,3.057264466,3.234810051,NA,4.172307364,NA,4.150383544,NA,NA,NA,4.244860769,4.197346806,NA,NA,NA,4.051602398,3.297726595,NA,3.291736915,NA,NA,4.279663789,3.103657613,3.1517024735,4.2018289915,4.151131811,NA,NA,4.737988436
"TRINITY_DN31480_c2_g1_i8.m.29036",6.4593064835,7.1695271255,7.075978846,7.335451929,7.063322378,6.890707701,7.022294178,6.6048201115,7.824353471,7.021599664,7.5139702275,NA,7.158596846,7.376645643,7.09003917,6.603889276,7.517059052,6.746595878,7.260526469,7.411565499,7.398477077,7.452700249,7.22611895,7.317750453,7.2655676345,7.072487134,7.7058196035,7.553584813,7.917369429,7.235290968,7.034309548,7.6531800755,7.404776942,7.429114753,7.485941407,7.221075937,7.291003304,7.383371586,7.114758293,7.318779103,7.3691674335,7.501763662,7.524200969,6.988614071,7.097241485,7.7327358225,7.413171943,NA,7.686078765,7.757241981,6.751169817,7.2142450365,7.4867597905,7.088145207,7.73124475,6.895897973,7.675001339
"TRINITY_DN31480_c2_g2_i1.m.29042",7.2281657615,6.8622836595,6.768734692,7.551769602,7.627563334,7.299670929,7.479620936,6.9035991425,6.538170132,7.546039885,7.4083599615,7.751214565,7.316021281,7.534069731,7.306357224,7.109712925,6.617900474,7.377950963,6.891881479,7.857365303,7.564168423,7.725601844,7.557913543,6.949106125,7.2802522695,8.01317084,7.7294923225,7.670367294,7.924233947,6.558524959,5.928699864,7.4220389625,7.451169387,7.266921197,7.544717658,7.643844275,8.021894342,7.201140681,6.746113485,7.698595817,7.9754320005,7.445063292,6.833627672,7.330462708,7.313559164,7.1189787435,7.307561825,7.05601866,7.709752118,7.558522796,6.79756255,7.7524907625,7.2176503755,7.014956874,6.445062201,7.490727967,7.753815743
"TRINITY_DN31480_c2_g6_i1.m.29043",4.9413150755,5.0348616615,5.263241907,NA,4.992790129,5.209214799,5.273689405,5.2281828135,6.447715515,5.018181818,5.3179045885,5.016902616,4.903637711,5.121687644,6.341433705,6.144788815,5.790479091,5.287496948,5.064461069,NA,4.929392667,NA,5.351979978,5.443612884,5.1309012755,NA,6.2646414135,5.035593832,NA,5.731103375,5.101280232,5.4571165235,5.623748377,5.702533626,NA,5.231461796,NA,NA,5.433267782,5.385747075,5.2220113885,5.354608027,5.813561579,5.240007313,5.486139685,5.7065967165,5.480141836,5.86602782,5.659937756,5.468067056,6.292069842,NA,5.3902311135,6.339539642,5.032679648,NA,NA
"TRINITY_DN31490_c0_g3_i1.m.28983",4.8501997845,4.2067809445,4.528272485,3.610868799,3.579745211,4.474245208,4.123678112,NA,2.712751835,4.190100784,4.5829340795,2.603859687,4.81252412,NA,4.191421222,2.409818045,5.114402558,4.552524468,4.236381238,2.529449712,NA,NA,4.617008735,NA,3.7178621105,3.524784643,NA,3.622550067,3.683770205,3.510711329,NA,2.7221494135,3.625741776,5.026457772,4.188780104,3.496493021,2.459490648,2.501250412,2.698298433,3.650778651,4.4870410155,2.619629479,3.593160738,2.505039122,4.751167094,2.7086006495,2.745163937,4.645630098,4.246897575,NA,2.557096074,3.6051416535,2.6552499735,2.604572677,NA,NA,3.606460978
"TRINITY_DN31500_c0_g1_i1.m.29116",3.7064482435,3.8000007215,3.70644622,2.789036429,2.757934209,3.652421053,NA,2.6713822125,NA,NA,2.7611035215,4.367000458,2.66877736,NA,2.784633184,2.587991185,2.970657107,3.73070079,3.829598423,2.707619079,NA,NA,2.795193685,NA,2.8960449805,2.702966543,3.8598566205,2.800738105,2.861945464,NA,NA,2.9003330985,2.80392498,2.88270906,NA,2.674669476,NA,NA,2.876473231,3.828961171,NA,2.797810182,NA,NA,2.929353764,2.8867785215,2.923348357,2.823811216,NA,2.911276658,2.735287268,NA,3.8334389205,3.782743848,NA,NA,NA
"TRINITY_DN31595_c1_g2_i1.m.29534",5.2579367845,4.7665234695,3.672977153,4.755573395,4.724447983,5.618948346,NA,NA,3.857447738,3.749837838,3.7276388215,5.333526326,3.635298559,4.853348961,4.751167094,3.554526876,3.937176656,4.697228562,3.796124625,3.674138206,3.6610514,3.929406327,5.761714998,3.853346518,3.8625669805,3.669487567,3.8263741645,3.767254932,3.828474689,3.655412352,3.832944483,3.8668525855,3.770447578,4.849232247,5.333483311,3.641196379,4.604209263,3.645947194,4.843000503,3.795477413,3.6317464235,3.76434347,4.737870925,3.649741865,3.89587401,3.8533001295,3.889876629,4.79033597,NA,4.877799204,3.701799225,4.7498427905,3.7999661405,4.749275134,3.764339886,3.694523408,4.751167094
"TRINITY_DN31621_c0_g1_i5.m.29866",5.4160193765,5.5095699645,5.663946843,5.746542391,6.052457497,5.754310641,5.950028359,5.9045226145,5.770419689,6.136743112,5.8630002875,6.246496317,5.548270615,5.988711552,5.886530095,5.689884985,5.680222653,5.610199167,5.539166222,5.739114998,5.652026628,6.257410141,5.897076328,5.403747947,5.6930713775,5.112968172,5.4763123765,6.095259815,5.819448146,5.857886774,5.482876845,5.7798181925,6.098455384,5.840206569,6.349545168,5.776557727,5.434714019,5.295885328,5.49293433,6.238967011,5.3747893195,5.59484848,5.387804149,5.64071288,5.726378566,5.6838028005,5.440272267,5.620841674,6.19353942,5.62084537,5.968409522,5.5803476915,5.7129345065,5.814246844,5.677311693,5.759501505,5.816138349
"TRINITY_DN31626_c0_g1_i1.m.29730",3.6305913725,2.7241372775,3.215546141,3.713188484,4.003988423,3.16151751,4.22599718,3.5955336845,1.815057088,3.292420917,3.2702182295,2.706179059,2.592920632,2.810960491,1.708797601,3.097092767,NA,3.239798922,2.75374447,3.216715785,3.203635517,2.887014312,3.719325526,1.810977616,2.8201779755,1.627085308,1.7839943495,2.724870493,1.786076068,1.613014541,1.790547185,1.8244711805,3.313024288,2.806848271,3.291095345,1.598824002,2.561814054,3.188529569,1.800622458,1.753090497,1.5893457135,4.043884129,3.280442381,2.60735071,1.853473459,3.3958636745,2.847485719,2.747952938,4.349209549,2.835421197,1.659436627,3.7074505085,3.7575761655,2.706891772,2.72195699,3.652139746,3.293746536
"TRINITY_DN31635_c0_g1_i1.m.29820",4.8585115025,4.9520599745,4.617501827,3.825630591,4.909983999,4.6890089,4.975870922,3.4449464385,4.512473681,4.935375298,4.7976946785,4.693091106,4.442321178,4.797875485,4.936703522,3.36154479,3.744202985,4.76728601,4.451143233,4.618670527,4.846589391,4.414497377,4.831772029,4.338442016,4.6695905015,3.476505363,4.4813991185,4.83731231,4.483496621,4.599937418,4.318039266,4.8113774385,4.577470827,4.334328439,4.818578979,4.296214726,3.411230843,3.938400733,4.498019597,4.087933818,3.1168455475,4.708867166,4.682396108,4.59427046,4.550892867,4.5083144385,3.959934045,4.445353005,4.751167094,4.684825819,4.508825649,4.8199006095,4.8700223595,4.556296646,4.70886608,3.764582839,4.043614811
"TRINITY_DN31642_c0_g5_i2.m.29652",4.3050229885,3.8136052545,4.179491908,3.610012524,4.471971915,4.366476474,4.189939067,3.8549238175,3.226466252,4.256360877,4.0966501885,4.496091067,4.589275129,3.707786528,4.49869182,3.186566804,3.791621652,4.203747827,3.843203556,4.421668181,3.87806156,4.14641548,3.978723019,3.900432672,4.4946146805,4.038497789,3.6808223185,3.984267633,4.045485306,4.161923856,4.04994746,4.3733658025,4.27696446,4.355750156,3.795606816,4.147712145,3.973221041,4.014963991,3.697440969,4.749457094,4.0007575505,3.396390957,3.954877551,4.281792,4.40238782,4.3598106905,4.258884253,4.537862818,4.554163463,4.509847605,4.333847827,4.1188572905,4.1689770815,4.381319133,4.133356066,3.548964461,3.968178864
"TRINITY_DN31648_c0_g1_i1.m.29885",5.8106815245,6.1106815565,5.569675402,5.947725322,5.746680543,5.811105389,5.928044856,6.3971105565,6.424000408,5.887548032,6.1191012845,5.886272599,6.160030192,5.612542584,6.275896294,6.161716059,6.018301625,5.59392852,6.091370961,6.018302119,5.956302469,5.536596349,5.722545561,6.097969997,5.8233928055,6.194214366,6.4335717915,5.904961461,5.966181935,5.900031793,5.855170077,5.6964328725,6.015071342,5.871464302,5.94067476,6.47077983,5.899456089,6.292669823,5.924123168,5.692181685,6.3544147205,6.008964402,6.033117868,5.993899309,5.655066961,5.9910031735,6.281337704,5.812563853,6.45335923,5.484992304,5.662633591,5.6465397165,5.7607917915,5.43446754,5.956496404,6.261079553,6.046414969
"TRINITY_DN31661_c0_g1_i1.m.29915",6.6295167075,7.0923004325,7.503986888,6.985131696,7.305482467,7.545117677,7.376929952,7.8168501835,7.720881741,7.208883841,7.2691426255,7.207607237,6.913769419,7.394852961,7.480298033,7.540812185,7.396221201,7.278262299,7.074592366,7.045723004,7.280561688,7.388445896,7.342748125,7.394851191,7.4040690355,7.398615571,7.5198866385,7.268116177,7.32933714,7.453254622,7.291982046,7.3677114615,7.499579605,7.46874079,7.643660701,6.919665264,7.145711639,6.875510848,7.536507184,7.78177133,7.3956425655,6.836361406,7.196911655,7.447584923,7.267451934,7.3541574995,7.390736808,7.331839699,7.535769547,7.293774911,7.499647452,7.2088839395,7.3008267495,7.120852068,7.45784806,7.820996038,7.370673201
"TRINITY_DN31700_c0_g1_i1.m.30058",3.7853328975,1.2939041735,NA,NA,2.836812883,1.146352228,1.210788292,NA,NA,1.27725066,1.2550195545,2.275954619,1.162698125,2.965696322,2.278545402,NA,2.46455847,2.224632057,2.323511458,NA,2.188446312,2.456794569,3.289106921,NA,NA,2.196872551,NA,3.294639846,1.355881389,1.18278424,1.360351498,1.3942128565,NA,1.376635977,NA,2.168584456,NA,NA,2.370389236,NA,2.1591501865,2.876696329,1.265262662,2.177122434,2.423257477,1.3807081635,NA,1.317735109,4.141382147,2.405207274,3.229199869,3.8622009905,2.3273435845,2.861621788,1.291741186,NA,NA
"TRINITY_DN31713_c0_g2_i1.m.30170",NA,2.7338163405,NA,NA,1.691737586,1.586240763,1.650691486,1.6051923615,1.824748456,1.717141063,NA,1.715859781,NA,1.820639763,1.71843517,1.52182997,1.904463325,1.664496201,2.763411857,NA,1.628320464,1.896683352,1.728999673,NA,2.8298482985,NA,2.7936652625,1.734518041,2.795748762,NA,NA,2.8341317825,NA,2.816524566,1.715824859,1.608467665,1.571479987,NA,2.810290504,NA,NA,1.731624752,NA,1.617013571,3.448112934,NA,1.857173534,2.757612381,1.77392224,2.845080696,1.669107225,1.7171122765,2.7672511575,1.716576138,2.731622546,1.661833585,NA
"TRINITY_DN31735_c2_g8_i2.m.30203",2.5163550995,5.1948596685,5.516346809,5.406298274,4.567819081,4.462321017,4.848720166,6.0662493905,5.285783527,4.17817216,5.1559722605,5.399292241,4.800601371,4.696720916,4.179497206,5.567820304,5.36551403,5.125563297,5.446848055,3.517518136,4.089386025,2.772774037,4.605086227,4.696720351,5.0278660115,4.097817132,5.4771037975,4.195590422,5.256809826,5.083744857,4.998238406,5.0321483775,5.421176301,4.27756956,4.9138194,4.069527109,4.769506069,5.296677884,5.856295613,5.446207263,4.7970454265,5.192675727,4.581238701,4.078071356,5.061172059,3.6966706885,5.055173569,4.633707374,4.650009791,4.72117295,5.13013944,4.5932120435,5.8132614825,5.399998713,4.192672131,4.859826994,4.179497687
"TRINITY_DN31736_c0_g2_i1.m.30052",2.3590171275,3.0375163535,3.943972554,2.441607894,1.410505797,4.304985128,2.954411273,3.6458811815,2.543473003,4.243232761,3.7356023755,4.019560977,4.491261638,3.539378446,4.437199808,1.240532032,1.623222265,4.19061899,3.067114619,2.945140534,3.34708451,3.937370893,3.769677461,4.124341126,4.3559523975,3.67744382,2.5124252585,3.453293428,3.099465923,3.926411819,4.326332397,4.1378458525,3.45648063,4.342621016,3.756486052,4.327232016,4.612169843,3.916951738,3.529029419,4.288869109,2.9027362015,4.03534314,4.231259961,3.335782276,4.389259371,3.5393361885,4.160875149,4.061334,3.077637732,3.885759869,4.38784141,3.4358788675,3.4859924895,3.435307863,3.035332063,4.18792225,3.437201595
"TRINITY_DN31744_c0_g1_i1.m.30187",NA,1.5095757845,NA,3.498621202,1.467513223,2.361994457,1.426448932,1.3809412235,3.185454259,1.492877176,3.0556453655,1.491586156,1.378348371,2.596383064,1.494229673,2.297575457,3.265181255,2.44028213,2.539163273,2.417184311,2.404097729,2.67245954,NA,3.18135782,NA,NA,3.5694191065,2.51028675,3.156477,NA,2.575996257,1.6098959925,2.513484808,NA,1.491587165,1.384254374,1.3472452,2.973957233,2.586055936,1.538527293,1.3748054795,2.507378759,1.480917044,1.3928097,NA,1.5963161665,1.632903054,NA,3.134650032,3.205800907,1.444838197,1.4928934345,2.5430009325,1.492311491,3.507382183,1.437550377,3.079167958
"TRINITY_DN31745_c0_g1_i1.m.30056",3.6624275915,4.0190059455,4.340497283,2.423088,3.713899902,3.286471406,4.158297109,3.3054370545,3.524965954,4.00232934,3.7170919025,4.223443683,4.624752222,4.520871381,4.226045079,2.222044035,4.189663252,4.17210606,3.463648014,4.149021368,2.913538918,4.181891225,3.751166986,4.842796737,4.5300893315,5.037444582,2.4938883475,3.756702852,3.080956396,4.130286274,4.500459482,4.5343722115,4.245322042,4.101722666,4.416041647,4.630644144,4.593658427,5.013909463,3.832446183,4.463002585,4.9997057995,4.431864199,3.405389092,4.317260462,4.370752701,3.5208219445,4.142362747,4.627780843,4.474156589,4.13028479,4.691250825,4.7392917315,3.7894143855,4.586717431,3.431860963,2.362045781,4.740614606
"TRINITY_DN31747_c1_g1_i1.m.30054",3.1797330805,1.4659425215,2.957340934,1.454971923,2.745781556,3.640284206,3.704757805,3.3373187025,2.556849332,3.908678947,2.7489781995,2.447966861,3.142063175,3.36011251,4.450574695,2.8388863,2.636591412,2.396642727,3.302882747,3.373553855,3.682383419,2.950728135,2.046072327,2.137715528,3.1469345865,2.690819515,2.1107361415,3.051628249,3.112842182,3.676749584,2.117305635,3.1512160025,2.469852137,3.548635989,3.76984896,2.662518819,2.3036098,2.345359853,1.542390873,3.494882033,1.9161235075,3.271100064,3.022242738,3.519073472,2.917209486,2.5527126295,2.17424652,3.811674311,3.313405684,3.162168668,3.986175734,2.7711775295,3.3067252475,3.033649394,2.785664599,3.393940618,3.257927254
"TRINITY_DN31792_c0_g1_i1.m.30377",NA,3.1423966735,2.048851755,3.131432778,NA,1.994825837,2.059297102,NA,NA,NA,3.6884667525,3.709389584,3.596124914,2.229228305,NA,NA,3.898011715,4.073099041,2.17200149,3.634977658,2.036932247,3.305273503,NA,3.229214807,2.2384250315,3.045355537,2.2022320315,NA,3.204348588,2.03129016,2.208793809,2.2427107745,3.146309365,2.225107435,NA,3.017067345,2.980077092,2.021826439,3.218870171,NA,2.0076107455,3.140204535,4.11373235,NA,3.271731386,3.2291648965,3.265747179,NA,NA,NA,2.077662404,NA,NA,4.125136881,NA,NA,2.127029162
"TRINITY_DN31792_c0_g2_i11.m.30448",2.2883032855,2.3818504185,2.288323849,2.370897254,2.169858496,2.234273607,2.521144406,2.3312587685,2.302851303,2.00260318,2.4209701685,2.193964922,2.724558421,1.468674848,2.588901762,2.087391343,1.842022982,2.23011549,2.563450539,2.441474195,2.354391801,1.696743579,2.207135448,1.883706723,2.1153425815,2.284817251,1.5937245985,2.212652156,2.361351137,2.493144068,2.278343854,2.2191648815,2.859705996,1.616575765,2.001274361,3.174063702,2.441946186,2.89872318,1.873364579,1.700305552,2.5365827975,2.794708147,2.575592976,2.554578282,2.985136364,2.5466287695,3.03572186,1.695161684,2.421984755,1.130586683,2.395129582,2.0026233985,2.3328281035,2.002032527,2.379662202,2.139946604,2.284039017
"TRINITY_DN31837_c0_g5_i1.m.30735",4.5308400185,2.8170334725,4.308446746,1.806090753,1.774962369,3.66945952,4.318895091,4.4957757095,4.907957031,NA,3.7781428735,3.799069822,2.68580146,2.903860876,4.971599399,4.189994768,4.30961601,4.555091989,4.431592672,3.724653943,5.033490246,4.979911865,NA,2.903863762,4.2350040695,4.527349975,1.8768674875,4.139689469,NA,4.027842331,2.883440956,1.9173469345,1.820939763,2.899736128,1.799040558,NA,4.976644928,5.018386923,NA,4.653343737,4.2672128725,1.81484769,4.788375184,2.700251197,1.946398392,NA,3.525339383,1.840844315,3.857144298,1.928317096,4.337276383,1.8003607755,4.8504705005,4.607133413,4.399810323,4.552391821,1.801678081
"TRINITY_DN31853_c0_g1_i1.m.30767",NA,0.8640830505,NA,0.853090723000001,0.82194877,0.716471827,0.780937355000001,0.7354112375,NA,0.847405852000001,NA,1.846086315,0.732850354,NA,0.848724538,NA,1.034678513,0.794785256,NA,0.771687675000001,0.758598575000001,NA,NA,NA,0.9601238695,0.767007877000001,NA,0.864765683000001,1.925999458,1.75294785,NA,0.964339711500001,0.868010530000001,0.946749486,0.846053447000001,0.738698272,1.701725734,0.743438437,0.940540127000001,1.893002192,0.7292741025,NA,0.835436935,1.747275019,NA,NA,NA,0.88788691,0.904193858000001,NA,0.799364938000001,NA,1.8975075435,0.84676666,NA,0.792023300000001,NA
"TRINITY_DN31859_c0_g1_i1.m.30772",7.0005864465,7.2867809515,6.893671849,7.363290305,7.052061509,6.946561136,7.110569637,6.1581733275,6.699633474,7.270098531,7.2478955835,6.969260991,7.614988029,7.280495348,7.078778785,6.775218999,7.364326271,7.024841357,7.223269435,7.101290303,6.766273609,7.537122513,7.188862109,7.074042955,7.2897122155,7.277203582,7.1539904155,7.094864649,7.51865664,7.175667598,7.160552142,7.3871056695,7.098059617,7.369490529,7.076130734,7.331376416,7.294389272,7.558524143,7.270147585,7.123093448,7.2394651775,7.091953266,7.258126179,6.629429713,7.32301941,7.3735516025,7.497594237,7.117946784,7.027334789,7.205412849,7.029414562,7.3575607075,7.1275754765,7.176420061,6.985037534,6.536714349,6.85638501
"TRINITY_DN31859_c0_g1_i4.m.30777",5.6560577185,5.5272148225,5.433665658,5.931297523,5.48513987,5.116603389,6.181077821,5.8136434685,6.35510389,6.626009017,6.3627973885,6.509254727,6.980951515,6.351003763,5.511857502,5.537604357,5.92026179,6.194884642,5.293778956,6.019796575,6.006705968,5.69009377,5.937442149,6.029073123,6.2082169685,6.652565915,6.0021065855,5.750335432,6.004202911,5.831137141,6.330594622,6.0425765695,5.531138095,6.609924282,5.731602406,6.904384456,6.686825466,6.821677427,5.826082141,5.293137519,6.1294018265,5.261998511,6.083521768,5.410430339,5.87895377,6.3509508435,6.235526229,6.287989819,6.4417972,5.860883365,4.462494045,5.7329243725,5.7830455435,5.732355161,5.94006855,5.192186196,4.92689475
"TRINITY_DN31891_c0_g2_i2.m.30915",8.6875149255,8.9093882265,8.753103967,9.09873373,9.120079822,8.85108096,8.731128764,9.1569282525,9.554249047,8.764381365,9.0708009585,9.21948308,8.978462533,9.114048839,8.798873647,8.975688056,9.169310029,8.900214901,8.907959535,9.145061482,8.772891906,9.190103765,8.742307518,9.324264927,9.5593644945,9.280127412,9.5644010085,9.162883633,9.525274307,9.150576087,9.630668702,9.7589044855,9.002579533,9.437509217,9.009219887,8.984357579,9.258571766,9.067114949,9.045984808,8.938346311,9.3285452655,8.638019291,9.05406478,9.045370999,9.461427248,9.3484607275,9.835701593,9.507893372,8.821178052,9.396813605,8.781931772,8.7304339425,9.3424352335,8.952258002,9.638018079,9.412087455,8.696993221
"TRINITY_DN31906_c1_g1_i1.m.31034",7.6294261295,7.8963067305,7.501102778,7.938792682,7.770168233,7.693236668,7.813204677,7.7402175785,7.844274133,7.879623829,7.9108603505,7.850866322,7.591750632,7.57713823,7.676590756,7.628810172,7.830893688,7.771517466,7.812694487,7.567858819,7.617505819,7.885854356,7.373030419,8.010096079,7.7238582145,7.686056144,7.9006662675,7.812972006,7.8741932,7.757711874,8.188998694,7.7605634685,7.420238108,7.865806244,7.765091068,7.657766495,7.291472059,7.66252204,7.829824477,7.7823066,7.4259254185,7.625635538,7.754440947,7.337005034,7.583136068,7.5770853605,8.019657071,7.715759128,7.76308887,8.186553881,7.425593385,7.4736313385,7.5593780165,7.705723597,7.780912689,7.711100923,7.322953469
"TRINITY_DN31906_c1_g2_i1.m.31038",4.3452354425,4.4387871015,3.608273114,4.690865169,5.074782219,4.291207572,5.203680263,3.9882483265,3.792745186,3.685136919,4.3998996085,4.420822941,3.985628035,3.203679299,4.101502183,3.904858155,4.287508286,3.047563674,4.146454985,4.346402548,4.333312153,3.86470146,4.43397599,NA,3.7978631745,3.604782363,3.7616729925,3.702553039,4.986159709,4.005746434,NA,3.8021422495,3.120772878,2.199577638,2.098841725,3.576488515,3.539498064,3.581242093,3.778289149,3.145807648,2.9820726755,4.114672002,3.67315795,3.585032528,3.246204296,4.5255558025,3.240200278,2.14065298,4.47890094,3.228135413,3.052127622,3.6851341135,4.1502924715,NA,3.699638351,4.044863563,3.101495175
"TRINITY_DN31906_c1_g3_i1.m.31040",8.7789316705,9.0314705395,8.778932299,9.283551556,8.964084896,8.980920252,8.973242929,9.1763129795,9.321299469,8.910764743,9.0419122435,8.895941393,8.809643523,9.000724976,8.9908018,8.904716149,9.111522297,8.789111429,8.873790238,8.9762426,8.86187051,9.206840334,9.08806164,9.349618286,9.1889113525,8.896295415,9.2682025405,8.914630097,9.314020125,8.843050832,9.318485386,9.2288191315,8.917824756,9.222886524,8.8822211,8.774896536,8.778551045,8.859821814,9.08263477,8.956405294,8.9937161765,8.884237782,8.990215388,8.927178013,9.185692868,9.1553941515,9.364612886,9.092434418,9.191878381,9.1427473,8.876146827,9.0147876205,9.0007795535,9.026710207,9.183796794,9.212017668,8.799978881
"TRINITY_DN31906_c1_g7_i1.m.31043",5.9301979425,6.4387840455,5.023306694,6.913257966,6.65974339,6.217208069,6.841108482,6.5732108275,6.731342635,6.744028902,6.6015320115,6.186360231,6.686070886,6.525608919,6.188961578,6.811745123,6.7469413,6.217486933,6.538772408,6.77936246,6.596348287,6.980175072,5.812485698,6.788641175,6.3003584635,6.479246954,6.7616729925,6.702547491,6.879246667,6.253669858,6.505200469,6.5391078435,6.12078083,6.591883882,6.558282526,6.991526351,5.954539037,6.640137569,6.893770987,6.789670569,5.9820769185,6.699635783,6.175663008,5.807426555,6.769766252,6.8474825705,7.047561063,6.841106927,7.014950919,6.398056932,6.63709749,6.5596046825,6.0571870065,6.347531532,6.638233688,6.629822914,5.801937315
"TRINITY_DN31906_c1_g7_i3.m.31047",5.1681402545,5.9986550465,5.905108064,6.473129294,5.956581264,5.851081249,5.593625431,6.1330819175,5.767651877,5.981973771,6.2228046845,6.24373107,5.545502461,6.348514092,5.246332043,5.78665516,6.432343653,5.929361876,6.028252969,6.169309044,5.571258873,6.161534956,5.993846272,6.085478368,6.0946965595,5.901615788,6.0585110095,5.999385364,6.060606056,6.150575355,6.32810676,6.0989802545,6.26561313,5.759437979,5.658722696,5.873326348,6.099373355,5.556152581,6.075130478,5.705686647,6.1269111955,5.996472434,6.233034829,5.881871338,6.128004444,6.0854274005,6.607432494,5.700538858,6.038768331,6.372967662,6.196969605,6.2450074375,5.7101658175,5.981403633,5.996473138,5.926659895,5.98329781
"TRINITY_DN31906_c1_g7_i5.m.31049",6.9115401695,7.1383556285,6.712232082,7.20986493,7.401135293,7.112771204,7.253192571,7.2076863755,7.311742872,7.121673029,7.4714384795,7.425250634,7.311985741,7.307642049,7.393087224,7.124293388,7.391471771,7.267000921,7.438042782,7.417943116,7.154876569,7.423224746,7.255537142,7.307640529,7.4323350765,7.201780154,7.6343092835,7.575184145,7.727552727,7.187706176,7.509626333,7.1054128715,7.340218991,7.343055651,7.242340827,7.4801523,7.210503887,7.356583235,7.336822035,7.603412234,7.2380418305,7.474975175,7.777124911,7.143562747,7.465642612,7.5299805585,7.531795172,7.689413819,7.300459924,7.484097583,7.343723676,7.5887989375,7.5437642155,7.493073455,7.572271144,7.336450298,6.842889755
"TRINITY_DN31906_c1_g7_i6.m.31052",1.9694976165,5.0630327475,5.669924099,2.052070835,2.020961991,NA,1.97992803,3.9344204255,4.153960972,NA,2.0241518545,2.045085189,4.931810075,NA,NA,4.172961217,2.233685138,1.993728683,3.092629614,1.970639356,1.957576578,2.225911143,NA,NA,NA,4.773347994,NA,NA,NA,3.951917146,NA,2.1633468845,4.066957735,NA,NA,5.107628884,4.222647005,5.401891788,2.139501402,NA,5.0981777675,2.060863716,NA,4.268177493,NA,NA,NA,NA,2.103159413,NA,1.998321674,NA,NA,NA,NA,1.991038598,5.632636587
"TRINITY_DN31906_c1_g7_i8.m.31057",8.5438123735,8.4871191865,7.736457914,9.025504288,8.731348884,8.625848562,8.814649131,8.9078491985,8.961959214,8.636446212,9.0331956185,8.711520395,8.457774349,8.984575542,8.573641016,8.72492041,8.885183951,8.630128292,8.788521993,8.956049319,8.738342935,9.047333514,8.797183238,9.010805348,8.8403173185,8.676383237,8.8041314755,8.715258704,9.037007488,8.718893097,9.161767218,9.0753813535,8.819991478,8.92652232,8.603415321,8.463669159,8.596606944,8.532554692,8.920288178,8.743487358,8.7090339805,8.681973577,8.958892938,8.612696516,8.888271728,9.0618277905,9.241601954,8.753290886,8.964096694,8.982310751,8.679556017,8.6978465795,8.8634462995,8.880500231,8.934738313,9.046256721,7.814648521
"TRINITY_DN31936_c1_g8_i2.m.30950",NA,5.7905462795,NA,6.779593884,NA,6.906007496,6.192872764,7.0404505775,6.366899573,6.773864322,NA,6.25801478,6.659322913,6.555443136,6.775190499,7.063972886,5.961202597,NA,6.083181052,6.183593251,6.53307459,5.21646247,7.164249863,6.725366191,6.7345843125,5.693506894,6.6983991145,6.791276974,NA,6.679433925,6.704960425,6.8908723875,6.057504872,7.136291549,6.45061487,6.51321516,5.891264477,6.517969551,6.715019931,6.819505445,5.6557694545,6.466436472,6.899395234,6.936798481,6.91989522,6.8773180985,6.761894503,6.951862066,6.508733852,NA,6.725825825,6.2592920465,6.6719841265,6.621293066,7.051397764,7.64455203,5.453260847
